id,food_group_id,long_desc,short_desc,common_names,manufac_name,survey,ref_desc,refuse,sci_name,nitrogen_factor,protein_factor,fat_factor,calorie_factor,Protein (g),Total lipid (fat) (g),"Carbohydrate, by difference (g)",Ash (g),Energy (kcal),"Alcohol, ethyl (g)",Water (g),Caffeine (mg),Theobromine (mg),Energy (kJ),"Sugars, total (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Magnesium, Mg (mg)","Phosphorus, P (mg)","Potassium, K (mg)","Sodium, Na (mg)","Zinc, Zn (mg)","Copper, Cu (mg)","Fluoride, F (mcg)","Manganese, Mn (mg)","Selenium, Se (mcg)","Vitamin A, IU (IU)",Retinol (mcg),"Vitamin A, RAE (mcg)","Carotene, beta (mcg)","Carotene, alpha (mcg)",Vitamin E (alpha-tocopherol) (mg),Vitamin D (IU),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (D2 + D3) (mcg),"Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),"Tocopherol, beta (mg)","Tocopherol, gamma (mg)","Tocopherol, delta (mg)","Tocotrienol, alpha (mg)","Tocotrienol, beta (mg)","Tocotrienol, gamma (mg)","Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)",Thiamin (mg),Riboflavin (mg),Niacin (mg),Pantothenic acid (mg),Vitamin B-6 (mg),"Folate, total (mcg)",Vitamin B-12 (mcg),"Choline, total (mg)",Vitamin K (phylloquinone) (mcg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg)",Betaine (mg),Tryptophan (g),Threonine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Cystine (g),Phenylalanine (g),Tyrosine (g),Valine (g),Arginine (g),Histidine (g),Alanine (g),Aspartic acid (g),Glutamic acid (g),Glycine (g),Proline (g),Serine (g),"Vitamin E, added (mg)","Vitamin B-12, added (mcg)",Cholesterol (mg),"Fatty acids, total trans (g)","Fatty acids, total saturated (g)",4:0 (g),6:0 (g),8:0 (g),10:0 (g),12:0 (g),14:0 (g),16:0 (g),18:0 (g),20:0 (g),18:1 undifferentiated (g),18:2 undifferentiated (g),18:3 undifferentiated (g),20:4 undifferentiated (g),22:6 n-3 (DHA) (g),16:1 undifferentiated (g),18:4 (g),20:1 (g),20:5 n-3 (EPA) (g),22:1 undifferentiated (g),22:5 n-3 (DPA) (g),Stigmasterol (mg),Campesterol (mg),Beta-sitosterol (mg),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",17:0 (g),18:1 t (g),18:2 i (g),18:2 CLAs (g),16:1 c (g),18:1 c (g),"18:2 n-6 c,c (g)","Fatty acids, total trans-monoenoic (g)","Fatty acids, total trans-polyenoic (g)","18:3 n-3 c,c,c (ALA) (g)",Starch (g),Sucrose (g),Glucose (dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Adjusted Protein (g),Galactose (g),Vitamin D2 (ergocalciferol) (mcg),Menaquinone-4 (mcg),Dihydrophylloquinone (mcg),Hydroxyproline (g),22:0 (g),14:1 (g),Phytosterols (mg),15:0 (g),24:0 (g),16:1 t (g),22:1 t (g),18:2 t not further defined (g),"18:2 t,t (g)",24:1 c (g),"20:2 n-6 c,c (g)",22:1 c (g),"18:3 n-6 c,c,c (g)",17:1 (g),20:3 undifferentiated (g),13:0 (g),15:1 (g),20:3 n-3 (g),20:3 n-6 (g),20:4 n-6 (g),18:3i (g),21:5 (g),22:4 (g),18:1-11 t (18:1t n-7) (g)
1001,100,"Butter, salted","BUTTER,WITH SALT",,,Y,,0,,6.38,4.27,8.79,3.87,0.85,81.11,0.06,2.11,717,,15.87,,,3000,0.06,,24,0.02,2,24,24,643,0.09,,2.8,,1,2499,671,684,158,,2.32,60,1.5,1.5,,,,,,,,,,,,0.005,0.034,0.042,0.11,0.003,3,0.17,18.8,7,,3,3,0.3,0.012,0.038,0.051,0.083,0.067,0.021,0.008,0.041,0.041,0.057,0.031,0.023,0.029,0.064,0.178,0.018,0.082,0.046,,,215,3.278,51.368,3.226,2.007,1.19,2.529,2.587,7.436,21.697,9.999,0.138,19.961,2.728,0.315,,,0.961,,0.1,,,,,,4,21.021,3.043,0.56,2.982,0.296,0.267,0.961,16.978,2.166,2.982,0.296,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,100,"Butter, whipped, with salt","BUTTER,WHIPPED,WITH SALT",,,Y,,0,,6.38,4.27,8.79,3.87,0.85,81.11,0.06,2.11,717,0,15.87,0,0,2999,0.06,0,24,0.16,2,23,26,659,0.05,0.016,2.8,0.004,1,2499,671,684,158,0,2.32,60,1.5,1.5,0,0,0,,,,,,,,0,0.005,0.034,0.042,0.11,0.003,3,0.13,18.8,7,0,3,3,0.3,0.012,0.038,0.051,0.083,0.067,0.021,0.008,0.041,0.041,0.057,0.031,0.023,0.029,0.064,0.178,0.018,0.082,0.046,0,0,219,,50.489,2.63,1.557,0.906,2.034,2.277,8.157,21.334,9.829,,20.405,1.832,1.18,0,0,1.816,0,0,0,0,0,,,,23.426,3.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,100,"Butter oil, anhydrous","BUTTER OIL,ANHYDROUS",,,Y,,0,,6.38,4.27,8.79,3.87,0.28,99.48,0,0,876,0,0.24,0,0,3664,0,0,4,0,0,3,5,2,0.01,0.001,,0,0,3069,824,840,193,0,2.8,73,1.8,1.8,0,0,0,,,,,,,,0,0.001,0.005,0.003,0.01,0.001,0,0.01,22.3,8.6,0,0,0,,0.004,0.013,0.017,0.027,0.022,0.007,0.003,0.014,0.014,0.019,0.01,0.008,0.01,0.021,0.059,0.006,0.027,0.015,0,0,256,,61.924,3.226,1.91,1.112,2.495,2.793,10.005,26.166,12.056,,25.026,2.247,1.447,0,0,2.228,0,0,0,0,0,,,,28.732,3.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,100,"Cheese, blue","CHEESE,BLUE",,,Y,,0,,6.38,4.27,8.79,3.87,21.4,28.74,2.34,5.11,353,0,42.41,0,0,1477,0.5,0,528,0.31,23,387,256,1146,2.66,0.04,,0.009,14.5,721,192,198,74,0,0.25,21,0.5,0.5,0,0,0,,,,,,,,0,0.029,0.382,1.016,1.729,0.166,36,1.22,15.4,2.4,0,36,36,,0.312,0.785,1.124,1.919,1.852,0.584,0.107,1.087,1.295,1.556,0.711,0.758,0.644,1.436,5.179,0.406,2.1,1.12,0,0,75,,18.669,0.658,0.361,0.247,0.601,0.491,3.301,9.153,3.235,,6.622,0.536,0.264,0,0,0.816,0,0,0,0,0,,,,7.778,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,100,"Cheese, brick","CHEESE,BRICK",,,Y,,0,,6.38,4.27,8.79,3.87,23.24,29.68,2.79,3.18,371,0,41.11,0,0,1552,0.51,0,674,0.43,24,451,136,560,2.6,0.024,,0.012,14.5,1080,286,292,76,0,0.26,22,0.5,0.5,0,0,0,,,,,,,,0,0.014,0.351,0.118,0.288,0.065,20,1.26,15.4,2.5,0,20,20,,0.324,0.882,1.137,2.244,2.124,0.565,0.131,1.231,1.115,1.472,0.874,0.823,0.67,1.588,5.515,0.437,2.575,1.289,0,0,94,,18.764,0.914,0.373,0.299,0.585,0.482,3.227,8.655,3.455,,7.401,0.491,0.293,0,0,0.817,0,0,0,0,0,,,,8.598,0.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,100,"Cheese, brie","CHEESE,BRIE",,,Y,,0,,6.38,4.27,8.79,3.87,20.75,27.68,0.45,2.7,334,0,48.42,0,0,1396,0.45,0,184,0.5,20,188,152,629,2.38,0.019,,0.034,14.5,592,173,174,9,0,0.24,20,0.5,0.5,0,0,0,,,,,,,,0,0.07,0.52,0.38,0.69,0.235,65,1.65,15.4,2.3,0,65,65,,0.322,0.751,1.015,1.929,1.851,0.592,0.114,1.158,1.2,1.34,0.735,0.716,0.859,1.35,4.387,0.397,2.459,1.168,0,0,100,,17.41,0.564,0.323,0.297,0.673,0.504,3.065,8.246,2.88,,6.563,0.513,0.313,0,0,1.007,0,0,0,0,0,,,,8.013,0.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,100,"Cheese, camembert","CHEESE,CAMEMBERT",,,Y,,0,,6.38,4.27,8.79,3.87,19.8,24.26,0.46,3.68,300,0,51.8,0,0,1253,0.46,0,388,0.33,20,347,187,842,2.38,0.021,,0.038,14.5,820,240,241,12,0,0.21,18,0.4,0.4,0,0,0,,,,,,,,0,0.028,0.488,0.63,1.364,0.227,62,1.3,15.4,2,0,62,62,,0.307,0.717,0.968,1.84,1.766,0.565,0.109,1.105,1.145,1.279,0.701,0.683,0.819,1.288,4.187,0.379,2.346,1.114,0,0,72,,15.259,0.494,0.283,0.26,0.59,0.442,2.686,7.227,2.524,,5.752,0.45,0.274,0,0,0.883,0,0,0,0,0,,,,7.023,0.724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,100,"Cheese, caraway","CHEESE,CARAWAY",,,,,0,,6.38,4.27,8.79,3.87,25.18,29.2,3.06,3.28,376,,39.28,,,1573,,0,673,0.64,22,490,93,690,2.94,0.024,,0.021,14.5,1054,262,271,,,,,,,,,,,,,,,,,0,0.031,0.45,0.18,0.19,0.074,18,0.27,,,0,18,18,,0.324,0.896,1.563,2.412,2.095,0.659,0.126,1.326,1.216,1.682,0.952,0.884,0.711,1.618,6.16,0.439,2.838,1.472,,,93,,18.584,0.922,0.466,0.246,0.529,0.477,2.934,8.638,3.531,,6.965,0.508,0.322,,0,0.885,0,0,0,0,0,,,,8.275,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,100,"Cheese, cheddar","CHEESE,CHEDDAR",,,Y,,0,,,,,,24.04,33.82,1.33,3.71,406,0,37.1,0,0,1698,0.28,0,675,0.16,27,473,76,644,3.43,0.056,34.9,0.033,28.3,994,256,263,85,0,0.78,24,0.6,0.6,0,0,0,0,0.06,0,0,0,0,0,0,0.027,0.434,0.039,0.481,0.049,26,0.88,16.5,2.9,0,26,26,0.7,0.558,1.066,1.231,1.98,1.046,0.558,0.125,1.096,1.131,1.433,0.558,0.558,0.767,1.77,4.834,0.558,2.549,0.796,0,0,102,1.179,19.368,0.675,0.565,0.361,0.857,0.967,3.103,8.705,3.547,0.049,7.509,1.179,0.122,0.05,0,0.492,0,0.061,0.01,0.001,0.017,,,,8.428,1.433,0.195,0.842,,0.174,0.388,6.667,0.775,0.946,0.233,0.117,,0,0,0,0.18,0,,0.1,,8.6,0,0,0.014,0.305,,0.322,0.009,0.104,0,0.23,,0,0.007,0.001,0.001,0.059,0.037,,0,0.002,0.036,,0.003,,0.008,
1010,100,"Cheese, cheshire","CHEESE,CHESHIRE",,,,,0,,6.38,4.27,8.79,3.87,23.37,30.6,4.78,3.6,387,,37.65,,,1620,,0,643,0.21,21,464,95,700,2.79,0.042,,0.012,14.5,985,220,233,,,,,,,,,,,,,,,,,0,0.046,0.293,0.08,0.413,0.074,18,0.83,,,0,18,18,,0.3,0.832,1.451,2.238,1.945,0.612,0.117,1.231,1.128,1.56,0.883,0.821,0.659,1.502,5.718,0.403,2.634,1.366,,,103,,19.475,0.966,0.488,0.258,0.554,0.5,3.075,9.052,3.7,,7.299,0.533,0.337,,0,0.927,0,0,0,0,0,,,,8.671,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,100,"Cheese, colby","CHEESE,COLBY",,,Y,,0,,6.38,4.27,8.79,3.87,23.76,32.11,2.57,3.36,394,0,38.2,0,0,1647,0.52,0,685,0.76,26,457,127,604,3.07,0.042,,0.012,14.5,994,257,264,82,0,0.28,24,0.6,0.6,0,0,0,,,,,,,,0,0.015,0.375,0.093,0.21,0.079,18,0.83,15.4,2.7,0,18,18,,0.305,0.845,1.475,2.275,1.978,0.622,0.119,1.251,1.147,1.586,0.898,0.834,0.67,1.527,5.813,0.41,2.678,1.389,0,0,95,,20.218,1.041,0.259,0.324,0.597,0.422,3.831,8.232,3.63,,7.813,0.676,0.277,0,0,0.979,0,0,0,0,0,,,,9.28,0.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,100,"Cheese, cottage, creamed, large or small curd","CHEESE,COTTAGE,CRMD,LRG OR SML CURD",,,Y,,0,,6.38,4.27,8.79,3.87,11.12,4.3,3.38,1.41,98,0,79.79,0,0,412,2.67,0,83,0.07,8,159,104,364,0.4,0.029,31.6,0.002,9.7,140,36,37,12,0,0.08,3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.027,0.163,0.099,0.557,0.046,12,0.43,18.4,0,0,12,12,0.7,0.147,0.5,0.591,1.116,0.934,0.269,0.066,0.577,0.604,0.748,0.497,0.326,0.384,0.905,2.603,0.222,1.229,0.639,0,0,17,,1.718,0.109,0.025,0.023,0.064,0.07,0.263,0.778,0.345,,0.714,0.105,0.017,0,0,0.047,0,0,0,0,0,,,,0.778,0.123,0.012,,,,,,,,,,,0,0,0,2.67,0,,0,,0.9,0,,,0.017,,0.029,,,,,,,,,,,,,,,,,,,,
1013,100,"Cheese, cottage, creamed, with fruit","CHEESE,COTTAGE,CRMD,W/FRUIT",,,Y,,0,,6.38,4.27,8.79,3.87,10.69,3.85,4.61,1.2,97,0,79.64,0,0,407,2.38,0.2,53,0.16,7,113,90,344,0.33,0.04,31.6,0.003,7.7,146,37,38,14,0,0.04,0,,0,0,0,0,,,,,,,,1.4,0.033,0.142,0.15,0.181,0.068,11,0.53,17.5,0.4,0,11,11,,0.118,0.471,0.624,1.091,0.859,0.32,0.099,0.572,0.566,0.657,0.485,0.353,0.551,0.719,2.3,0.231,1.23,0.596,0,0,13,,2.311,0.123,0.027,0.031,0.07,0.061,0.401,1.159,0.438,,0.899,0.088,0.037,0,0,0.137,0,0,0,0,0,,,,1.036,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,100,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd","CHEESE,COTTAGE,NONFAT,UNCRMD,DRY,LRG OR SML CURD",,,Y,,0,,6.38,4.27,8.79,3.87,10.34,0.29,6.66,1.71,72,0,81.01,0,0,303,1.85,0,86,0.15,11,190,137,372,0.47,0.03,31.6,0.022,9.4,8,2,2,0,0,0.01,0,,0,0,0,0,0,0.01,0,0,0,0,0,0,0.023,0.226,0.144,0.446,0.016,9,0.46,17.9,0,0,9,9,0.9,0.137,0.465,0.549,1.037,0.868,0.25,0.061,0.536,0.561,0.695,0.462,0.303,0.357,0.841,2.419,0.206,1.142,0.594,0,0,7,,0.169,0.007,0.002,0.005,0.009,0.006,0.02,0.07,0.05,0,0.067,0.003,0,0,0,0.012,0,0,0,0,0,,,,0.079,0.003,0,,,,,,,,,,,0,0.29,0,1.56,0,,,,,0,,0,,,0,0,,,,,0,0,,,0,0,,,,,,,0,0,
1015,100,"Cheese, cottage, lowfat, 2% milkfat","CHEESE,COTTAGE,LOWFAT,2% MILKFAT",,,Y,,0,,,,,,10.45,2.27,4.76,1.27,81,0,81.24,0,0,340,4,0,111,0.13,9,150,125,308,0.51,0.033,,0.015,11.9,225,68,68,6,0,0.08,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.251,0.103,0.524,0.057,8,0.47,16.3,0,0,8,8,0.6,0.138,0.47,0.556,1.049,0.878,0.253,0.062,0.543,0.568,0.703,0.467,0.306,0.409,0.963,2.446,0.209,1.155,0.601,0,0,12,0.067,1.235,0.04,0.034,0.027,0.06,0.061,0.199,0.561,0.218,0.003,0.46,0.07,0.007,0.003,0,0.03,0,0.003,0.001,0,0.001,,,,0.516,0.083,0.01,0.05,,0.009,0.025,0.41,0.047,0.054,0.013,0.007,,0,0,0,3.87,0,,0.12,,0,0,,0.001,0.02,,0.021,0,0.005,0,0.013,,0,0,0,0,0.004,0.002,,0,0,0.002,,0,,0,
1016,100,"Cheese, cottage, lowfat, 1% milkfat","CHEESE,COTTAGE,LOWFAT,1% MILKFAT",,,Y,,0,,6.38,4.27,8.79,3.87,12.39,1.02,2.72,1.39,72,0,82.48,0,0,303,2.72,0,61,0.14,5,134,86,406,0.38,0.028,31.6,0.003,9,41,11,11,3,0,0.01,0,,0,0,0,0,,,,,,,,0,0.021,0.165,0.128,0.215,0.068,12,0.63,17.5,0.1,0,12,12,,0.138,0.55,0.728,1.274,1.002,0.373,0.115,0.668,0.66,0.767,0.565,0.412,0.643,0.839,2.684,0.27,1.435,0.695,0,0,4,,0.645,0.033,0.007,0.008,0.019,0.016,0.107,0.308,0.116,,0.239,0.022,0.009,0,0,0.036,0,0,0,0,0,,,,0.291,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,100,"Cheese, cream","CHEESE,CREAM",,,Y,,0,,6.38,4.27,8.79,3.87,5.93,34.24,4.07,1.32,342,0,54.44,0,0,1431,3.21,0,98,0.38,9,106,138,365,0.51,0.019,,0.011,2.4,1343,359,366,88,0,0.29,25,0.6,0.6,0,0,0,0,0.04,0,0.02,0,0,0,0,0.02,0.125,0.145,0.57,0.035,11,0.25,27.2,2.9,0,11,11,0.7,0.069,0.233,0.324,0.657,0.567,0.191,0.042,0.291,0.303,0.395,0.235,0.175,0.184,0.514,1.304,0.142,0.665,0.374,0,0,110,,19.292,0.998,0.294,0.356,0.825,0.919,3.042,8.497,3.823,0.05,7.923,1.032,0.173,0.058,0,0.448,0,0,0,0,0,,,,8.62,1.437,0.175,,,,,,,,,0.173,0.35,0,0,0,3.21,0,,0,,19.7,0,0,0,0.249,,0.312,,,,,,,0,,0,0,0,,0,,,,,,,
1018,100,"Cheese, edam","CHEESE,EDAM",,,Y,,0,,6.38,4.27,8.79,3.87,24.99,27.8,1.43,4.22,357,0,41.56,0,0,1492,1.43,0,731,0.44,30,536,188,812,3.75,0.036,,0.011,14.5,825,242,243,11,0,0.24,20,0.5,0.5,0,0,0,,,,,,,,0,0.037,0.389,0.082,0.281,0.076,16,1.54,15.4,2.3,0,16,16,,0.352,0.932,1.308,2.57,2.66,0.721,0.255,1.434,1.457,1.81,0.964,1.034,0.764,1.747,6.15,0.486,3.251,1.547,0,0,89,,17.572,1,0.461,0.3,0.589,0.496,2.943,8.067,2.983,,6.911,0.418,0.247,0,0,0.813,0,0,0,0,0,,,,8.125,0.665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,100,"Cheese, feta","CHEESE,FETA",,,Y,,0,,6.38,4.27,8.79,3.87,14.21,21.28,4.09,5.2,264,0,55.22,0,0,1103,4.09,0,493,0.65,19,337,62,917,2.88,0.032,,0.028,15,422,125,125,3,0,0.18,16,0.4,0.4,0,0,0,,,,,,,,0,0.154,0.844,0.991,0.967,0.424,32,1.69,15.4,1.8,0,32,32,,0.2,0.637,0.803,1.395,1.219,0.368,0.083,0.675,0.668,1.065,0.47,0.397,0.639,0.779,2.421,0.097,1.378,1.169,0,0,89,,14.946,0.775,0.573,0.546,1.977,1.159,2.761,5.151,1.488,,3.975,0.326,0.265,0,0,0.385,0,0,0,0,0,,,,4.623,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,100,"Cheese, fontina","CHEESE,FONTINA",,,Y,,0,,6.38,4.27,8.79,3.87,25.6,31.14,1.55,3.79,389,0,37.92,0,0,1628,1.55,0,550,0.23,14,346,64,800,3.5,0.025,,0.014,14.5,913,258,261,32,0,0.27,23,0.6,0.6,0,0,0,,,,,,,,0,0.021,0.204,0.15,0.429,0.083,6,1.68,15.4,2.6,0,6,6,,0.361,0.935,1.384,2.664,2.328,0.706,0.261,1.497,1.524,1.926,0.835,0.959,0.823,1.413,5.136,0.457,3.323,1.477,0,0,116,,19.196,0.715,0.489,0.314,0.651,0.804,2.964,8.458,2.655,,7.1,0.864,0.79,0,0,0.89,0,0,0,0,0,,,,8.687,1.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,100,"Cheese, gjetost","CHEESE,GJETOST",,,,,0,,6.38,4.27,8.79,3.87,9.65,29.51,42.65,4.75,466,,13.44,,,1948,,0,400,0.52,70,444,1409,600,1.14,0.08,,0.04,14.5,1113,334,334,,,,,,,,,,,,,,,,,0,0.315,1.382,0.813,3.351,0.271,5,2.42,,,0,5,5,,0.135,0.393,0.519,0.992,0.814,0.318,0.057,0.54,0.541,0.765,0.33,0.293,0.325,0.709,1.987,0.189,1.18,0.47,,,94,,19.16,0.957,0.566,0.33,0.576,0.831,3.27,8.662,3.477,,6.955,0.508,0.429,0,,0.534,,,,,,,,,7.879,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,100,"Cheese, gouda","CHEESE,GOUDA",,,Y,,0,,6.38,4.27,8.79,3.87,24.94,27.44,2.22,3.94,356,0,41.46,0,0,1491,2.22,0,700,0.24,29,546,121,819,3.9,0.036,,0.011,14.5,563,164,165,10,0,0.24,20,0.5,0.5,0,0,0,,,,,,,,0,0.03,0.334,0.063,0.34,0.08,21,1.54,15.4,2.3,0,21,21,,0.352,0.93,1.306,2.564,2.654,0.719,0.254,1.431,1.454,1.806,0.962,1.032,0.762,1.743,6.137,0.485,3.245,1.544,0,0,114,,17.614,0.999,0.64,0.427,0.918,1.211,3.04,6.851,2.918,,6.388,0.263,0.394,0,0,0.889,0,0,0,0,0,,,,7.747,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,100,"Cheese, gruyere","CHEESE,GRUYERE",,,Y,,0,,6.38,4.27,8.79,3.87,29.81,32.34,0.36,4.3,413,0,33.19,0,0,1728,0.36,0,1011,0.17,36,605,81,714,3.9,0.032,,0.017,14.5,948,268,271,33,0,0.28,24,0.6,0.6,0,0,0,,,,,,,,0,0.06,0.279,0.106,0.562,0.081,10,1.6,15.4,2.7,0,10,10,,0.421,1.089,1.612,3.102,2.71,0.822,0.304,1.743,1.776,2.243,0.972,1.117,0.958,1.645,5.981,0.533,3.869,1.719,0,0,110,,18.913,1.049,0.621,0.355,0.751,0.911,3.369,8.753,2.324,,8.582,1.3,0.433,0,0,0.724,0,0,0,0,0,,,,10.043,1.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,100,"Cheese, limburger","CHEESE,LIMBURGER",,,Y,,0,,6.38,4.27,8.79,3.87,20.05,27.25,0.49,3.79,327,0,48.42,0,0,1368,0.49,0,497,0.13,21,393,128,800,2.1,0.021,,0.038,14.5,1155,339,340,15,0,0.23,20,0.5,0.5,0,0,0,,,,,,,,0,0.08,0.503,0.158,1.177,0.086,58,1.04,15.4,2.3,0,58,58,,0.289,0.739,1.219,2.093,1.675,0.619,0.11,1.116,1.197,1.439,0.698,0.578,0.666,1.477,4.51,0.409,2.439,1.144,0,0,90,,16.746,0.803,0.489,0.275,0.481,0.87,2.787,7.401,3.054,,7.179,0.339,0.156,0,0,1.013,0,0,0,0,0,,,,8.606,0.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,100,"Cheese, monterey","CHEESE,MONTEREY",,,Y,,0,,6.38,4.27,8.79,3.87,24.48,30.28,0.68,3.55,373,0,41.01,0,0,1562,0.5,0,746,0.72,27,444,81,600,3,0.032,,0.011,14.5,769,192,198,78,0,0.26,22,0.6,0.6,0,0,0,,,,,,,,0,0.015,0.39,0.093,0.21,0.079,18,0.83,15.4,2.5,0,18,18,,0.315,0.871,1.519,2.344,2.037,0.641,0.123,1.289,1.182,1.635,0.925,0.859,0.691,1.573,5.99,0.422,2.759,1.431,0,0,89,,19.066,0.982,0.244,0.306,0.563,0.398,3.613,7.763,3.423,,7.368,0.637,0.261,0,0,0.923,0,0,0,0,0,,,,8.751,0.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,100,"Cheese, mozzarella, whole milk","CHEESE,MOZZARELLA,WHL MILK",,,Y,,0,,6.38,4.27,8.79,3.87,22.17,22.35,2.19,3.28,300,0,50.01,0,0,1254,1.03,0,505,0.44,20,354,76,627,2.92,0.011,,0.03,17,676,174,179,57,0,0.19,16,0.4,0.4,0,0,0,,,,,,,,0,0.03,0.283,0.104,0.141,0.037,7,2.28,15.4,2.3,0,7,7,,0.515,0.983,1.135,1.826,0.965,0.515,0.115,1.011,1.043,1.322,0.515,0.515,0.707,1.633,4.458,0.515,2.351,0.735,0,0,79,,13.152,0.805,0.446,0.257,0.582,0.69,2.189,5.331,2.442,,5.649,0.393,0.372,0,0,0.597,0,0,0,0,0,,,,6.573,0.765,,,,,,,,,,,,0.03,0.56,0.15,0.07,0.08,,0.15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1027,100,"Cheese, mozzarella, whole milk, low moisture","CHEESE,MOZZARELLA,WHL MILK,LO MOIST",,,Y,,0,,6.38,4.27,8.79,3.87,21.6,24.64,2.47,2.91,318,0,48.38,0,0,1332,1.01,0,575,0.2,21,412,75,710,2.46,0.022,,0.009,16.1,745,192,197,63,0,0.21,18,0.5,0.5,0,0,0,,,,,,,,0,0.016,0.27,0.094,0.071,0.062,8,0.73,15,2.5,0,8,8,,0.302,0.823,1.036,2.106,2.194,0.603,0.129,1.127,1.249,1.351,0.928,0.813,0.66,1.564,5.055,0.413,2.224,1.259,0,0,89,,15.561,0.844,0.177,0.203,0.412,0.255,2.683,7.491,2.88,,5.925,0.566,0.212,0,0,0.822,0,0,0,0,0,,,,7.027,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,100,"Cheese, mozzarella, part skim milk","CHEESE,MOZZARELLA,PART SKIM MILK",,,Y,,0,,6.38,4.27,8.79,3.87,24.26,15.92,2.77,3.27,254,0,53.78,0,0,1064,1.13,0,782,0.22,23,463,84,619,2.76,0.025,,0.01,14.4,481,124,127,41,0,0.14,12,0.3,0.3,0,0,0,,,,,,,,0,0.018,0.303,0.105,0.079,0.07,9,0.82,15.4,1.6,0,9,9,,0.339,0.924,1.164,2.365,2.464,0.677,0.144,1.266,1.403,1.517,1.042,0.913,0.741,1.757,5.677,0.464,2.498,1.415,0,0,64,,10.114,0.516,0.1,0.117,0.251,0.164,1.598,4.855,1.937,,3.874,0.335,0.137,0,0,0.44,0,0,0,0,0,,,,4.51,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
